Rafaela Santos,132.579.864-91,bribeiro@da.br,2021-03-25 18:46:34,lt-10.costa.br,76.59.32.153,"Mozilla/5.0 (Windows 98) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/37.0.860.0 Safari/535.0","Aeroporto Maysa Fogaça, 682
Itapoa
82718-699 da Luz de Goiás / TO","Mastercard
Luana Monteiro
2233314561962804 07/30
CVV: 576
",12/27
Ana Júlia Silva,964.715.038-57,alicia08@ferreira.com,2021-01-27 18:29:09,web-13.ferreira.br,10.216.56.205,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/18.0.862.0 Safari/536.1","Favela de Moreira, 83
Biquinhas
75441728 Oliveira das Pedras / PE","VISA 16 digit
Evelyn Novaes
4030858620955069 06/30
CVC: 637
",12/21
Otávio Freitas,596.183.270-86,ada-mata@monteiro.br,2021-02-19 14:53:25,srv-45.freitas.com,199.2.33.42,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 6_1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/30.0.862.0 Safari/532.0","Sítio de Jesus, 6
Renascença
48575828 Duarte / RR","VISA 13 digit
Joana Fogaça
4702738368890 01/23
CVC: 334
",12/23
Gabriel Monteiro,312.786.405-17,milenaaraujo@hotmail.com,2021-05-09 03:18:20,db-39.fernandes.br,218.147.17.91,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/24.0.890.0 Safari/536.2","Recanto Luiz Otávio Gomes, 7
Vila Fumec
22516-393 Nogueira de da Paz / MA","Maestro
André da Rosa
675980036965 09/27
CVV: 568
",12/28
Maria Cecília Caldeira,024.537.916-99,enzo-gabriel74@bol.com.br,2021-04-25 17:56:53,web-09.jesus.com,156.60.182.96,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/16.0.849.0 Safari/535.1","Rodovia Anthony Lopes, 78
Casa Branca
92643506 Novaes do Amparo / PI","Diners Club / Carte Blanche
Leandro Souza
30093234595568 12/22
CVC: 183
",12/25
Lucas Gabriel Alves,297.685.341-09,pda-costa@monteiro.com,2021-05-03 06:24:25,srv-29.castro.br,136.16.24.228,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/38.0.855.0 Safari/533.0","Esplanada de Silveira, 13
Vila Paris
40509983 Moura / AL","VISA 13 digit
João Guilherme Rocha
4795536972244 06/29
CVC: 348
",12/24
Daniel Nunes,693.451.082-89,barbara38@viana.net,2021-08-02 06:12:12,desktop-93.teixeira.net,197.184.239.181,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/19.0.884.0 Safari/535.1","Condomínio Araújo, 31
Vila Ipiranga
09449-980 Cardoso / AM","VISA 16 digit
Francisco Farias
4002644385933580 03/22
CVC: 856
",12/24
Sophie Silveira,428.519.073-79,fda-rocha@lima.com,2021-02-14 23:55:48,lt-25.nogueira.br,60.128.45.209,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/47.0.853.0 Mobile/29B034 Safari/531.2","Via de Farias, 96
Barão Homem De Melo 2ª Seção
92746-650 da Costa / RJ","VISA 19 digit
Gabrielly Farias
4960886567827011808 01/29
CVC: 639
",12/26
Sarah Santos,472.568.039-74,dfogaca@araujo.net,2021-03-08 18:07:18,desktop-16.viana.com,182.2.30.133,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/20.0.884.0 Mobile/69P253 Safari/533.1","Avenida Davi Luiz das Neves, 16
Lagoinha Leblon
93564-915 Cardoso / AM","VISA 16 digit
Lavínia Peixoto
4028208792182056 11/30
CVC: 122
",12/22
Luana Pereira,359.428.617-73,joao-vitor70@gomes.br,2021-07-01 06:06:14,web-51.silveira.net,28.224.2.189,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/34.0.856.0 Safari/534.0","Vale Gomes, 7
Araguaia
50436-080 Barbosa do Oeste / RJ","Maestro
Cauê Cardoso
676317368261 06/24
CVV: 814
",12/24
João Pedro Cardoso,938.120.476-40,rebeca86@bol.com.br,2021-01-28 06:29:52,db-73.monteiro.com,23.48.121.51,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/40.0.883.0 Safari/532.1","Praia Matheus Correia, 88
Maravilha
94578-358 Oliveira / MT","VISA 16 digit
Bianca Araújo
4130143877322985 10/25
CVC: 757
",12/21
Pietro Campos,174.965.038-00,enrico48@souza.br,2021-06-25 08:23:10,email-90.cunha.br,222.88.38.20,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/32.0.819.0 Safari/536.2","Morro Lucca Teixeira, 53
Vila Das Oliveiras
22031099 Aragão / SE","VISA 19 digit
Nicolas Moreira
4089255295839469977 12/27
CVC: 873
",12/28
Cauã da Cruz,461.957.280-20,urocha@ig.com.br,2021-05-22 20:20:42,lt-89.teixeira.com,107.31.157.242,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/63.0.820.0 Safari/531.1","Condomínio Silveira
Primeiro De Maio
96172-442 Silveira Grande / PR","VISA 16 digit
Danilo Cavalcanti
4338421920756247 09/23
CVC: 928
",12/25
Mariana Aragão,526.791.430-43,catarinasouza@costela.com,2021-06-22 13:34:04,email-05.almeida.com,46.201.111.10,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/59.0.848.0 Mobile/70O896 Safari/531.0","Sítio Vinicius Silveira, 64
Vila Real 2ª Seção
77178304 Pinto / AL","JCB 15 digit
João Miguel Lopes
213193541488009 08/30
CVC: 344
",12/27
Vicente Dias,572.069.348-38,omonteiro@rezende.org,2021-03-22 21:00:56,desktop-45.barbosa.com,154.209.217.221,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/39.0.885.0 Mobile/93T763 Safari/535.1","Sítio Eduardo Ribeiro, 38
Vila São João Batista
66910597 da Cunha / SC","VISA 16 digit
Helena Lima
4841437740320782 01/29
CVC: 792
",12/26
Maria das Neves,023.451.976-25,ada-paz@yahoo.com.br,2021-01-25 03:15:05,web-97.pires.com,14.239.16.0,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.868.0 Safari/533.2","Chácara Ramos, 7
Vila Formosa
54556-866 da Costa / RS","Maestro
Pietra da Rocha
676209474102 12/27
CVV: 729
",12/27
Pedro Henrique Oliveira,467.132.980-87,nmoura@da.net,2021-03-12 23:26:15,web-88.rezende.com,197.229.191.30,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/36.0.854.0 Safari/536.0","Fazenda de Moreira, 50
Beija Flor
09035479 Pereira dos Dourados / RO","Mastercard
João Vieira
2720243080063408 04/31
CVV: 607
",12/26
Mariane Moreira,372.469.801-13,pietrasantos@nascimento.com,2021-03-27 09:53:39,laptop-88.moreira.org,169.187.165.64,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/45.0.884.0 Safari/532.0","Lagoa de Souza
Cinquentenário
03457610 das Neves / PE","VISA 13 digit
Danilo Mendes
4583028013382 04/26
CVC: 726
",12/29
Ian das Neves,783.015.924-60,cardosoana-clara@bol.com.br,2021-03-17 10:19:06,lt-76.viana.org,33.221.16.255,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/17.0.858.0 Safari/535.1","Rodovia de Fogaça, 945
Vila Nova Gameleira 2ª Seção
72869-829 Ribeiro da Prata / AL","Diners Club / Carte Blanche
Fernanda Nunes
30109521753403 02/28
CVC: 691
",12/22
Benjamin Barbosa,364.857.901-01,agathada-cunha@caldeira.com,2021-06-22 06:20:30,lt-28.barros.org,97.131.66.233,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/24.0.828.0 Safari/532.0","Estação Luiz Felipe Barbosa, 82
Ipiranga
80662629 Souza / AL","VISA 19 digit
Laura Correia
4330993648157802887 05/26
CVC: 290
",12/24
Dr. Isaac Lima,356.497.018-57,theofarias@gmail.com,2021-04-29 13:45:14,db-51.silveira.com,121.72.185.64,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/29.0.827.0 Safari/533.0","Setor de Alves, 2
Vila Formosa
42890849 da Cruz / RS","VISA 13 digit
Catarina Novaes
4633435080597 05/22
CVC: 389
",12/28
Eduarda Azevedo,380.715.642-90,joaquimferreira@almeida.br,2021-08-16 00:47:55,laptop-34.rocha.br,132.31.48.249,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 8_3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/41.0.843.0 Safari/535.0","Feira Stella Araújo, 43
Estoril
84666-432 Cardoso de Moura / MS","Diners Club / Carte Blanche
Rafaela da Rosa
30505162331179 10/25
CVC: 497
",12/22
Yago Correia,853.176.492-00,augustogoncalves@nunes.org,2021-08-11 07:28:58,web-14.barros.com,144.197.238.243,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/19.0.861.0 Safari/534.2","Estação de Teixeira, 80
Novo Santa Cecilia
52214568 Pereira / MG","VISA 16 digit
João Felipe Pinto
4607437725479995 02/29
CVC: 336
",12/26
Raul Fernandes,173.562.948-00,da-rochakamilly@lopes.br,2021-08-02 13:53:25,web-21.mendes.br,142.221.44.191,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/52.0.825.0 Mobile/97M194 Safari/534.0","Trecho de Castro, 592
Vila Copacabana
15125073 da Rocha de Castro / RS","Discover
Alícia Ramos
6528547138632930 06/25
CVC: 451
",12/28
Vitor Novaes,361.905.248-42,agatha21@pires.com,2021-07-04 21:28:49,desktop-64.ramos.br,79.132.187.93,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/45.0.800.0 Mobile/96Y619 Safari/532.0","Morro Mirella Freitas, 74
São Francisco Das Chagas
64240217 Moraes / RS","Diners Club / Carte Blanche
Ana Clara Viana
30182532787942 03/26
CVC: 075
",12/27
Davi Caldeira,301.678.249-96,ryan53@novaes.net,2021-02-06 04:58:23,web-64.novaes.com,15.187.86.180,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/43.0.881.0 Safari/534.0","Praça Moraes, 86
Graça
76505-166 Fernandes / PI","VISA 16 digit
Maria Vitória Teixeira
4349397228009397 10/24
CVC: 959
",12/23
Dr. Pedro Miguel Rodrigues,402.789.531-23,jfarias@dias.net,2021-04-28 11:50:23,desktop-69.porto.br,49.114.3.33,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/35.0.808.0 Mobile/39I808 Safari/535.1","Pátio Maitê das Neves, 249
Lorena
13896221 Rezende de Minas / RN","VISA 19 digit
Leandro Caldeira
4001760535643058570 01/22
CVC: 636
",12/24
Ana Lívia Cavalcanti,810.962.347-69,enricomendes@uol.com.br,2021-04-29 17:06:03,db-58.dias.net,196.83.234.226,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/45.0.821.0 Mobile/95K230 Safari/535.0","Alameda Enzo Gabriel Melo, 74
Inconfidência
22296531 Pereira Verde / MA","Maestro
Maria Alves
676263214113 03/22
CVV: 979
",12/23
Heloísa Ribeiro,258.034.619-89,larissacosta@bol.com.br,2021-07-29 21:12:31,srv-78.correia.net,84.130.174.62,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/24.0.837.0 Safari/534.1","Lagoa Cunha, 1
Conjunto Jatoba
18206303 Cavalcanti do Galho / RJ","JCB 15 digit
Murilo Araújo
213104717675501 07/29
CVC: 407
",12/24
Sr. Luiz Fernando Pires,078.542.163-71,pietrasantos@hotmail.com,2021-04-07 07:31:24,laptop-54.da.com,82.84.170.193,"Mozilla/5.0 (Windows CE) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.841.0 Safari/533.1","Aeroporto Maria Cecília Cavalcanti, 98
Vila Independencia 1ª Seção
39549448 Vieira de Martins / CE","Mastercard
Luiza Caldeira
5144984467586401 02/29
CVV: 348
",12/30
Theo Martins,527.689.401-94,daniela50@da.com,2021-04-11 01:58:49,db-00.souza.br,107.24.238.240,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/41.0.853.0 Safari/535.0","Alameda Vitor da Cunha, 35
Túnel De Ibirité
55817773 Duarte / ES","VISA 16 digit
Laura Ramos
4592665822443095 04/24
CVC: 621
",12/30
Yuri Duarte,079.356.421-25,maysa75@bol.com.br,2021-02-12 13:09:43,laptop-97.lopes.br,143.117.102.171,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/52.0.896.0 Safari/536.2","Área de Martins
Beira Linha
94912623 Farias / MG","VISA 16 digit
Isis Porto
4212819555136281 11/30
CVC: 106
",12/24
Sr. Pedro Miguel Farias,584.261.739-00,hda-costa@da.com,2021-04-25 04:56:55,desktop-71.novaes.com,57.137.59.20,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/30.0.887.0 Safari/534.0","Sítio da Cruz, 69
Maravilha
31555152 da Mota / AL","VISA 16 digit
Lívia Melo
4805950760287842 02/29
CVC: 405
",12/23
Sr. Luiz Miguel Vieira,093.162.584-05,garaujo@bol.com.br,2021-06-02 08:15:36,email-16.moura.br,153.227.166.63,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/27.0.849.0 Mobile/35M077 Safari/531.1","Praça Calebe da Mata, 85
Paquetá
09754524 Cunha / PI","Mastercard
Ana Sophia Mendes
2242355907999777 11/22
CVV: 045
",12/27
Miguel Ramos,952.704.138-41,valentina99@pires.com,2021-05-03 14:52:01,lt-73.lima.br,96.125.167.237,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/56.0.818.0 Safari/532.0","Viaduto de Rocha
Nova Cachoeirinha
89597-988 Rodrigues / BA","VISA 16 digit
Juliana Novaes
4176589079779916 08/27
CVC: 354
",12/27
João Gabriel Nogueira,293.418.675-09,ocastro@hotmail.com,2021-05-06 11:27:49,srv-23.rezende.br,161.110.175.38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/19.0.819.0 Safari/536.2","Recanto de Costa, 21
Vila Da Ária
97183006 Monteiro Grande / AM","VISA 16 digit
Gabriela Fogaça
4219077231301851 09/28
CVC: 922
",12/28
Enzo Gabriel da Conceição,269.137.580-30,lunacostela@vieira.br,2021-02-11 05:47:54,db-93.farias.org,133.64.200.237,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/46.0.897.0 Safari/532.2","Setor Mirella Silva
Mariquinhas
91942025 Peixoto / RN","VISA 13 digit
Luana Gomes
4680471976592 11/26
CVC: 159
",12/28
Beatriz Cardoso,892.173.605-03,mourajoao-pedro@azevedo.br,2021-01-02 21:57:48,web-43.nascimento.br,81.90.160.7,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/30.0.856.0 Safari/531.0","Esplanada Francisco Moraes, 248
Madre Gertrudes
36137812 da Luz / PR","Discover
Davi Lucca Moreira
6011972016989547 05/30
CVC: 777
",12/23
Cauã Oliveira,849.327.605-74,gustavo-henriquejesus@aragao.net,2021-07-02 18:42:47,desktop-67.souza.br,32.8.69.28,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/36.0.869.0 Safari/536.1","Setor Pedro Henrique Santos, 1
Santa Margarida
37772173 Correia de da Mota / ES","Mastercard
Eduardo Nascimento
2480133787033160 12/27
CVV: 117
",12/21
Enzo Dias,160.279.438-31,daniela89@da.com,2021-03-13 00:19:35,db-19.barros.com,76.227.46.210,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/52.0.895.0 Safari/533.0","Lago de Carvalho
Unidas
58402608 Moraes Grande / MA","VISA 16 digit
Antônio Rezende
4509873235545041 02/26
CVC: 859
",12/25
Bárbara Lima,968.051.234-70,da-costamaria-vitoria@ig.com.br,2021-05-19 19:09:50,laptop-90.rodrigues.com,130.92.101.235,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/63.0.849.0 Safari/536.2","Sítio Barbosa, 6
Alto Das Antenas
56010-770 Cardoso / MT","VISA 16 digit
Bianca Porto
4254775129287746 11/26
CVC: 817
",12/25
Dr. Gustavo Henrique Barbosa,529.768.314-91,lucas-gabriel96@hotmail.com,2021-05-14 17:15:49,email-15.cardoso.br,56.122.239.207,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/30.0.835.0 Safari/532.2","Loteamento Maria Luiza Vieira, 86
Liberdade
25335-912 Porto / AC","Maestro
Marina Ribeiro
567454619956 05/26
CVV: 024
",12/28
Maria Sophia da Rocha,486.510.937-48,qporto@yahoo.com.br,2021-05-19 06:30:58,web-40.costa.br,41.92.23.140,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/36.0.899.0 Mobile/87J698 Safari/532.2","Ladeira Carlos Eduardo Pires, 689
Santa Maria
12344-391 Carvalho / PA","Discover
Eduardo Freitas
6510032970396753 08/29
CVC: 818
",12/21
Ana Laura Santos,247.590.863-74,rafaellopes@uol.com.br,2021-06-08 23:29:21,srv-97.rocha.com,211.228.2.93,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/22.0.895.0 Safari/534.2","Alameda Maysa Alves, 26
Casa Branca
38698622 Fernandes da Prata / PE","VISA 19 digit
Pedro Lucas Ferreira
4655467853222119013 03/23
CVC: 732
",12/24
Valentina Monteiro,843.015.769-75,livia52@cunha.org,2021-07-19 01:34:39,desktop-53.goncalves.com,105.175.42.163,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/34.0.840.0 Safari/534.1","Estrada Costela, 95
Coração De Jesus
96395211 Costela / RR","JCB 15 digit
Renan Melo
213126226295562 05/23
CVC: 752
",12/25
Diogo Carvalho,361.470.985-00,gabriellyda-mata@uol.com.br,2021-05-30 20:11:48,email-38.correia.br,42.242.240.161,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/23.0.800.0 Safari/532.2","Lago Fernando Pires, 92
Boa Viagem
63139228 Lima / PE","VISA 13 digit
Maria Cecília Farias
4135282639475 05/27
CVC: 293
",12/27
Emanuelly Barbosa,391.802.657-40,juan78@bol.com.br,2021-05-20 06:47:31,email-47.jesus.br,15.240.28.21,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/37.0.815.0 Safari/535.2","Área de da Rosa, 68
Prado
49829-473 Ferreira / MA","Discover
Melissa Dias
6011002507966661 05/28
CVC: 817
",12/30
Erick da Paz,256.798.314-73,otavio04@bol.com.br,2021-02-06 17:03:31,db-58.da.br,124.79.210.5,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/31.0.828.0 Safari/531.1","Praça de Dias
Vila Ouro Minas
38146851 Campos / CE","VISA 16 digit
Manuela Novaes
4002907786860482 03/23
CVC: 854
",12/25
Rafaela Cunha,805.126.397-95,olivia43@ig.com.br,2021-05-26 13:20:32,email-53.nascimento.com,79.254.226.75,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.888.0 Safari/534.2","Morro Ana Júlia Lima, 4
Tupi A
71130547 Porto / RO","JCB 16 digit
Paulo Nogueira
3574156813625886 09/30
CVC: 176
",12/23
Luiza Azevedo,483.512.697-19,cavalcantiesther@da.com,2021-02-03 11:18:54,srv-66.viana.br,138.27.150.48,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/60.0.848.0 Mobile/38H636 Safari/533.1","Rua Enzo Gabriel Jesus
Vila Independencia 1ª Seção
81131-662 Costa das Pedras / PR","JCB 16 digit
Leonardo Cavalcanti
3582581898081244 02/28
CVC: 935
",12/23
Marcela Porto,213.784.905-41,clara84@barros.br,2021-08-09 03:17:55,laptop-47.costa.br,62.56.8.240,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/16.0.854.0 Mobile/43L089 Safari/534.1","Jardim de Silveira, 530
Satelite
56890-946 Gonçalves de Rezende / ES","Diners Club / Carte Blanche
Samuel Oliveira
30059625293667 06/26
CVC: 674
",12/30
Stella da Mata,679.048.315-20,rafaelda-cruz@ferreira.org,2021-05-11 08:49:44,db-07.oliveira.com,76.219.68.138,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/30.0.846.0 Safari/532.0","Parque Laís da Cunha, 36
Mirante
36568-562 da Rocha do Sul / SC","VISA 13 digit
Enzo Rocha
4918871415583 03/27
CVC: 351
",12/24
Sr. André da Mata,354.107.296-25,lunalopes@bol.com.br,2021-01-31 03:07:53,laptop-77.da.com,40.110.238.255,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/26.0.813.0 Mobile/50E168 Safari/535.1","Fazenda Jesus, 732
Túnel De Ibirité
35117267 Viana dos Dourados / RS","JCB 16 digit
João Pedro Novaes
3552206255468711 10/28
CVC: 823
",12/21
Dr. Nicolas Fernandes,172.835.904-04,melissa15@uol.com.br,2021-03-27 19:07:01,web-65.moura.net,144.65.23.57,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/35.0.849.0 Safari/536.2","Ladeira Bernardo Mendes, 16
Virgínia
65023-703 Alves / PR","Mastercard
Leonardo da Mata
5589208333998281 12/30
CVV: 503
",12/24
